Name,Season,Pitch,Pitches,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,SwStr%,pVAL,pVAL/C,NameASCII,PlayerId,MLBAMID
"J.D. Davis",2024,"SL",127,0.17543859649122806,0.6571428571428571,0.4409448818897638,0.3,0.8043478260869565,0.7142857142857143,0.5511811023622047,0.12598425196850394,2.7011968999999985,2.1269266929133845,"J.D. Davis","16219",605204
"Amed Rosario",2025,"SL",158,0.43373493975903615,0.6933333333333334,0.5569620253164557,0.4444444444444444,0.8846153846153846,0.7045454545454546,0.47468354430379744,0.16455696202531644,-0.8840619000000001,-0.5595328481012659,"Amed Rosario","15518",642708
"Kevin Kiermaier",2024,"SL",197,0.4536082474226804,0.67,0.5634517766497462,0.29545454545454547,0.6119402985074627,0.4864864864864865,0.5076142131979695,0.2893401015228426,6.675605800000003,3.3886323857868037,"Kevin Kiermaier","11038",595281
"Mark Canha",2023,"SL",472,0.23236514522821577,0.5541125541125541,0.3898305084745763,0.5714285714285714,0.921875,0.8152173913043478,0.4894067796610169,0.07203389830508475,4.702565900000003,0.9963063347457634,"Mark Canha","11445",592192
"Miguel Andujar",2025,"SL",333,0.2916666666666667,0.6909090909090909,0.4894894894894895,0.3673469387755102,0.8771929824561403,0.7239263803680982,0.4954954954954955,0.13513513513513514,1.2985195999999994,0.38994582582582565,"Miguel Andujar","15878",609280
"Jordan Luplow",2023,"SL",71,0.21621621621621623,0.6470588235294118,0.4225352112676056,0.375,0.7727272727272727,0.6666666666666666,0.4788732394366197,0.14084507042253522,2.1693141000000002,3.0553719718309864,"Jordan Luplow","16424",656669
"Eddie Rosario",2024,"SL",250,0.3969465648854962,0.7142857142857143,0.548,0.46153846153846156,0.8588235294117647,0.708029197080292,0.476,0.16,8.8629523,3.5451809199999995,"Eddie Rosario","12155",592696
"Harold Ramírez",2024,"SL",212,0.4722222222222222,0.6730769230769231,0.5707547169811321,0.37254901960784315,0.7142857142857143,0.5702479338842975,0.49056603773584906,0.24528301886792453,1.7326523000000003,0.8172888207547172,"Harold Ramirez","14387",623912
"Dominic Canzone",2023,"SL",127,0.43333333333333335,0.7014925373134329,0.5748031496062992,0.4230769230769231,0.8297872340425532,0.684931506849315,0.5275590551181102,0.18110236220472442,2.8851498,2.2717714960629922,"Dominic Canzone","26438",686527
"Jacob Amaya",2024,"SL",65,0.20689655172413793,0.4722222222222222,0.35384615384615387,0.16666666666666666,0.8823529411764706,0.6956521739130435,0.5538461538461539,0.1076923076923077,1.1062269000000002,1.7018875384615388,"Jacob Amaya","23296",676070
"Luis Arraez",2024,"SL",389,0.29441624365482233,0.6302083333333334,0.4601542416452442,0.7413793103448276,0.9338842975206612,0.8715083798882681,0.493573264781491,0.05912596401028278,-2.1335541000000005,-0.5484714910025709,"Luis Arraez","18568",650333
"Mark Canha",2024,"SL",508,0.2126865671641791,0.5041666666666667,0.35039370078740156,0.631578947368421,0.8099173553719008,0.7528089887640449,0.47244094488188976,0.08661417322834646,2.323410999999998,0.45736437007873976,"Mark Canha","11445",592192
"Nicky Lopez",2023,"SL",141,0.25316455696202533,0.7903225806451613,0.48936170212765956,0.5,0.8367346938775511,0.7391304347826086,0.4397163120567376,0.1276595744680851,-0.20526079999999955,-0.1455750354609926,"Nicky Lopez","19339",670032
"Freddy Fermin",2025,"SL",330,0.24503311258278146,0.7039106145251397,0.49393939393939396,0.43243243243243246,0.8333333333333334,0.7423312883435583,0.5424242424242425,0.12727272727272726,2.0421862,0.6188443030303031,"Freddy Fermin","21840",666023
"Garrett Cooper",2024,"SL",133,0.3787878787878788,0.582089552238806,0.48120300751879697,0.48,0.7948717948717948,0.671875,0.5037593984962406,0.15789473684210525,1.8609879999999999,1.3992390977443607,"Garrett Cooper","15279",643265
"Carlos Correa",2025,"SL",458,0.2840466926070039,0.6517412935323383,0.44541484716157204,0.3561643835616438,0.8015267175572519,0.6421568627450981,0.4388646288209607,0.15938864628820962,1.2381077999999999,0.2703292139737991,"Carlos Correa","14162",621043
"Ty France",2024,"SL",487,0.2773722627737226,0.7981220657276995,0.5051334702258727,0.3684210526315789,0.8588235294117647,0.7073170731707317,0.43737166324435317,0.14784394250513347,2.7799399000000005,0.5708295482546202,"Ty France","17982",664034
"Harrison Bader",2025,"SL",436,0.3373493975903614,0.6631016042780749,0.47706422018348627,0.47619047619047616,0.717741935483871,0.6201923076923077,0.4288990825688073,0.1811926605504587,-6.605710600000001,-1.5150712385321103,"Harrison Bader","18030",664056
"Isiah Kiner-Falefa",2025,"SL",393,0.32432432432432434,0.6490384615384616,0.4961832061068702,0.7,0.9407407407407408,0.8666666666666667,0.5292620865139949,0.06615776081424936,2.5009243999999997,0.6363675318066156,"Isiah Kiner-Falefa","16512",643396
"Nathaniel Lowe",2025,"SL",397,0.255,0.6345177664974619,0.4433249370277078,0.47058823529411764,0.864,0.75,0.49622166246851385,0.11083123425692695,0.20616669999999873,0.051931158690176,"Nathaniel Lowe","19566",663993
"Hunter Feduccia",2025,"SL",65,0.21621621621621623,0.6071428571428571,0.38461538461538464,0.375,0.8823529411764706,0.72,0.4307692307692308,0.1076923076923077,1.4970342000000003,2.3031295384615387,"Hunter Feduccia","23372",676439
"José Tena",2024,"SL",135,0.49333333333333335,0.6833333333333333,0.5777777777777777,0.4864864864864865,0.7804878048780488,0.6410256410256411,0.4444444444444444,0.2074074074074074,2.9049717000000004,2.151830888888889,"Jose Tena","23691",677588
"Ramón Laureano",2023,"SL",418,0.26548672566371684,0.65625,0.4449760765550239,0.25,0.9206349206349206,0.7043010752688172,0.45933014354066987,0.13157894736842105,2.9924094,0.7158874162679426,"Ramon Laureano","17128",657656
"Josh Bell",2023,"SL",367,0.3568281938325991,0.7785714285714286,0.5177111716621253,0.5679012345679012,0.8715596330275229,0.7421052631578947,0.3814713896457766,0.1335149863760218,0.19309160000000003,0.052613514986376037,"Josh Bell","13145",605137
"Alex Call",2025,"SL",218,0.24369747899159663,0.5555555555555556,0.3853211009174312,0.6896551724137931,0.9090909090909091,0.8333333333333334,0.4541284403669725,0.06422018348623854,-4.518251400000002,-2.072592385321102,"Alex Call","19296",669743
"Eduardo Escobar",2023,"SL",220,0.4716981132075472,0.6578947368421053,0.5681818181818182,0.46,0.84,0.688,0.5181818181818182,0.17727272727272728,5.351985699999999,2.4327207727272726,"Eduardo Escobar","6153",500871
"Josh Bell",2024,"SL",330,0.3073170731707317,0.832,0.5060606060606061,0.4603174603174603,0.8173076923076923,0.6826347305389222,0.3787878787878788,0.1606060606060606,-3.7094199,-1.1240666363636365,"Josh Bell","13145",605137
"Randal Grichuk",2025,"SL",283,0.38405797101449274,0.593103448275862,0.4911660777385159,0.49056603773584906,0.9302325581395349,0.762589928057554,0.5123674911660777,0.1166077738515901,4.6322126999999975,1.6368242756183735,"Randal Grichuk","10243",545341
"Ha-Seong Kim",2025,"SL",106,0.2708333333333333,0.5172413793103449,0.4056603773584906,0.7692307692307693,0.8333333333333334,0.813953488372093,0.5471698113207547,0.07547169811320754,1.9893434999999995,1.8767391509433957,"Ha-Seong Kim","27506",673490
"Jon Singleton",2023,"SL",82,0.2558139534883721,0.6153846153846154,0.4268292682926829,0.36363636363636365,0.75,0.6285714285714286,0.47560975609756095,0.15853658536585366,1.8964437,2.312736219512195,"Jon Singleton","10441",572138
"Randy Arozarena",2024,"SL",678,0.29876543209876544,0.6007326007326007,0.42035398230088494,0.4628099173553719,0.7987804878048781,0.656140350877193,0.4026548672566372,0.14454277286135694,-9.215564200000006,-1.3592277581120953,"Randy Arozarena","19290",668227
"Jake Burger",2023,"SL",550,0.34105960264900664,0.7701612903225806,0.5345454545454545,0.14563106796116504,0.7277486910994765,0.5238095238095238,0.4509090909090909,0.2545454545454545,-3.881424799999998,-0.7057135999999996,"Jake Burger","22275",669394
"Seby Zavala",2023,"SL",206,0.4205607476635514,0.7575757575757576,0.5825242718446602,0.24444444444444444,0.76,0.5666666666666667,0.48058252427184467,0.2524271844660194,3.3446344000000003,1.623608932038835,"Seby Zavala","18887",664874
"Danny Jansen",2025,"SL",252,0.16666666666666666,0.6428571428571429,0.40476190476190477,0.38095238095238093,0.8888888888888888,0.7843137254901961,0.5,0.0873015873015873,-3.8385566000000004,-1.5232367460317462,"Danny Jansen","16535",643376
"Justin Turner",2024,"SL",465,0.26153846153846155,0.7365853658536585,0.47096774193548385,0.5294117647058824,0.8874172185430463,0.776255707762557,0.44086021505376344,0.1053763440860215,-2.8003928000000005,-0.6022350107526883,"Justin Turner","5235",457759
"Kevin Pillar",2024,"SL",326,0.3770491803278688,0.7412587412587412,0.5368098159509203,0.4782608695652174,0.8867924528301887,0.7257142857142858,0.4386503067484663,0.147239263803681,1.2567626999999992,0.3855100306748464,"Kevin Pillar","12434",607680
"Cristian Pache",2024,"SL",136,0.2894736842105263,0.6833333333333333,0.4632352941176471,0.22727272727272727,0.7073170731707317,0.5396825396825397,0.4411764705882353,0.21323529411764705,2.7304085999999996,2.0076533823529408,"Cristian Pache","19948",665506
"Dominic Smith",2024,"SL",235,0.3111111111111111,0.7,0.4765957446808511,0.4523809523809524,0.8428571428571429,0.6964285714285714,0.425531914893617,0.14468085106382977,0.22722080000000033,0.0966897021276597,"Dominic Smith","15653",642086
"Cedric Mullins",2025,"SL",360,0.24861878453038674,0.6759776536312849,0.46111111111111114,0.5777777777777777,0.8429752066115702,0.7710843373493976,0.49722222222222223,0.10555555555555556,0.9391759000000005,0.26088219444444455,"Cedric Mullins","17929",656775
"Whit Merrifield",2024,"SL",284,0.2185430463576159,0.5864661654135338,0.3908450704225352,0.5151515151515151,0.7948717948717948,0.7117117117117117,0.46830985915492956,0.11267605633802817,0.3565233999999997,0.12553640845070413,"Whit Merrifield","11281",593160
"Connor Norby",2024,"SL",184,0.3191489361702128,0.8111111111111111,0.5597826086956522,0.26666666666666666,0.6986301369863014,0.5728155339805825,0.4891304347826087,0.2391304347826087,-4.2518964,-2.310813260869565,"Connor Norby","29592",681393
"Eloy Jiménez",2024,"SL",360,0.30434782608695654,0.803921568627451,0.5166666666666667,0.3492063492063492,0.8130081300813008,0.6559139784946236,0.425,0.17777777777777778,4.698225900000002,1.3050627500000007,"Eloy Jimenez","17484",650391
"AJ Pollock",2023,"SL",150,0.3815789473684211,0.7027027027027027,0.54,0.41379310344827586,0.8461538461538461,0.691358024691358,0.49333333333333335,0.16666666666666666,1.8155054999999996,1.2103369999999998,"AJ Pollock","9256",572041
"Ji Man Choi",2023,"SL",114,0.3,0.7037037037037037,0.49122807017543857,0.16666666666666666,0.7894736842105263,0.5892857142857143,0.47368421052631576,0.20175438596491227,4.3205927,3.789993596491228,"Ji Man Choi","5452",596847
"Jurickson Profar",2023,"SL",381,0.3089005235602094,0.7157894736842105,0.5118110236220472,0.3898305084745763,0.8382352941176471,0.7025641025641025,0.49868766404199477,0.15223097112860892,5.723430800000001,1.5022128083989503,"Jurickson Profar","10815",595777
"Austin Wynns",2025,"SL",123,0.14285714285714285,0.6268656716417911,0.4065040650406504,0.25,0.8333333333333334,0.74,0.5447154471544715,0.10569105691056911,-1.7225835000000007,-1.400474390243903,"Austin Wynns","15271",642851
