Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Francisco Alvarez","NYM","C",266,238,2095.2,2124,94,25,4,18,0,4,1,3,,196,41,25,99,0.98885421,,"Francisco Alvarez",26121,682626
"Brett Baty","NYM","2B",55,45,361,80,89,2,1,1,20,7,13,3,,,,,,0.98830409,,"Brett Baty",26123,683146
"Brett Baty","NYM","3B",224,188,1693.2,146,353,18,7,11,35,39,1,2,,,,,,0.96518375,,"Brett Baty",26123,683146
"Dominic Fletcher","- - -","CF",44,37,330.2,108,2,7,4,3,0,0,0,0,,,,,,0.94017094,,"Dominic Fletcher",26149,666150
"Dominic Fletcher","- - -","RF",58,49,442.1,123,9,0,0,0,0,2,0,0,,,,,,1,,"Dominic Fletcher",26149,666150
"Kyle Stowers","- - -","LF",123,97,853,221,7,1,1,0,0,0,0,0,,,,,,0.99563319,,"Kyle Stowers",26151,669065
"Kyle Stowers","- - -","RF",63,38,355.2,79,1,1,1,0,0,0,0,0,,,,,,0.98765432,,"Kyle Stowers",26151,669065
"Andrew Vaughn","- - -","1B",349,341,2978.2,2317,183,12,7,4,208,14,2,214,29,,,,,0.99522293,,"Andrew Vaughn",26197,683734
"Jake Mangum","TBR","LF",55,41,382,81,2,0,0,0,0,0,0,0,,,,,,1,,"Jake Mangum",26202,663968
"Tyler Fitzgerald","SFG","2B",75,67,599.2,110,179,5,3,2,32,17,16,4,,,,,,0.9829932,,"Tyler Fitzgerald",26208,666149
"Tyler Fitzgerald","SFG","SS",72,67,594,87,166,11,7,4,28,11,18,1,,,,,,0.95833333,,"Tyler Fitzgerald",26208,666149
"Ryan Pepiot","- - -","P",63,58,335,17,25,0,0,0,1,1,0,2,,25,,,,1,,"Ryan Pepiot",26221,686752
"Darell Hernaiz","OAK","SS",41,38,331.1,58,74,2,0,2,13,4,7,2,,,,,,0.98507463,,"Darell Hernaiz",26224,687231
"Ryne Nelson","ARI","P",87,72,431.2,17,34,1,0,1,2,1,0,1,,4,,,,0.98076923,,"Ryne Nelson",26253,669194
"Adley Rutschman","BAL","C",281,265,2355.1,2290,107,12,1,11,1,8,1,3,,175,46,4,79,0.99501868,,"Adley Rutschman",26288,668939
"Gunnar Henderson","BAL","3B",84,68,594.2,43,110,6,2,4,13,14,0,0,,,,,,0.96226415,,"Gunnar Henderson",26289,683002
"Gunnar Henderson","BAL","SS",368,346,3070.2,488,884,41,22,19,153,81,76,12,,,,,,0.97098372,,"Gunnar Henderson",26289,683002
"Bryson Stott","PHI","2B",415,387,3472.1,666,959,12,10,2,184,74,117,10,,,,,,0.99266952,,"Bryson Stott",26294,681082
"Josh Jung","TEX","3B",272,267,2354.1,182,518,13,8,5,43,43,2,2,,,,,,0.98176718,,"Josh Jung",26299,673962
"Michael Busch","- - -","1B",281,247,2201.1,1840,154,8,7,0,151,8,1,154,29,,,,,0.996004,,"Michael Busch",26319,683737
"Spencer Steer","CIN","1B",245,211,1905.2,1484,142,8,6,1,118,13,0,124,25,,,,,0.99510404,,"Spencer Steer",26323,668715
"Spencer Steer","CIN","3B",47,42,350.1,24,59,5,3,2,3,3,0,0,,,,,,0.94318182,,"Spencer Steer",26323,668715
"Spencer Steer","CIN","LF",156,134,1147,256,3,5,3,2,0,0,0,0,,,,,,0.98106061,,"Spencer Steer",26323,668715
"Jonny DeLuca","- - -","CF",70,58,493.1,150,2,0,0,0,0,0,0,0,,,,,,1,,"Jonny DeLuca",26365,676356
"Jonny DeLuca","- - -","RF",64,41,404.1,111,4,2,2,0,0,2,0,0,,,,,,0.98290598,,"Jonny DeLuca",26365,676356
"JJ Bleday","OAK","CF",240,220,1974.2,604,11,8,5,3,0,2,0,0,,,,,,0.98715891,,"JJ Bleday",26368,668709
"JJ Bleday","OAK","LF",50,48,401.2,88,4,3,2,1,0,2,0,0,,,,,,0.96842105,,"JJ Bleday",26368,668709
"Kameron Misner","TBR","CF",53,44,380.2,116,0,3,2,1,0,0,0,0,,,,,,0.97478992,,"Kameron Misner",26374,670224
"Josh Smith","TEX","3B",140,125,1089,96,213,7,2,5,16,17,0,0,,,,,,0.9778481,,"Josh Smith",26396,669701
"Josh Smith","TEX","SS",132,92,897.1,102,225,13,3,10,42,24,15,6,,,,,,0.96176471,,"Josh Smith",26396,669701
"Kyren Paris","LAA","2B",38,34,300.2,44,99,1,0,1,23,10,13,1,,,,,,0.99305556,,"Kyren Paris",26420,677347
"Dominic Canzone","SEA","LF",50,36,313,70,2,1,1,0,0,0,0,0,,,,,,0.98630137,,"Dominic Canzone",26438,686527
"Dominic Canzone","- - -","RF",116,101,874.1,198,5,1,1,0,0,1,0,0,,,,,,0.99509804,,"Dominic Canzone",26438,686527
"Matt Wallner","MIN","LF",67,55,465,103,3,0,0,0,0,1,0,0,,,,,,1,,"Matt Wallner",26466,670242
"Matt Wallner","MIN","RF",142,127,1060,242,6,4,0,4,0,0,0,0,,,,,,0.98412698,,"Matt Wallner",26466,670242
"Luis Matos","SFG","CF",83,72,651.1,144,2,4,2,2,0,1,0,0,,,,,,0.97333333,,"Luis Matos",26467,682641
"Luis Matos","SFG","RF",69,52,474.1,91,2,2,2,0,0,0,0,0,,,,,,0.97894737,,"Luis Matos",26467,682641
"Spencer Horwitz","- - -","1B",136,119,1075.1,859,73,5,4,1,66,8,0,66,13,,,,,0.99466382,,"Spencer Horwitz",26477,687462
"Noelvi Marte","CIN","3B",123,113,989.2,90,164,22,11,10,18,18,1,0,,,,,,0.92028986,,"Noelvi Marte",26517,682622
"Noelvi Marte","CIN","RF",40,35,318.1,67,2,0,0,0,0,1,0,0,,,,,,1,,"Noelvi Marte",26517,682622
"Angel Martínez","CLE","CF",120,96,871,249,5,5,2,3,0,0,0,0,,,,,,0.98069498,,"Angel Martinez",26540,682657
"Agustín Ramírez","MIA","C",65,63,537.2,503,16,10,4,5,0,1,1,0,,78,6,15,30,0.98109641,,"Agustin Ramirez",26546,682663
"Luisangel Acuña","NYM","2B",74,39,413.1,68,114,2,0,2,24,7,17,0,,,,,,0.98913043,,"Luisangel Acuna",26548,682668
"Elly De La Cruz","CIN","SS",371,366,3223,557,814,65,34,31,146,90,62,16,,,,,,0.95473538,,"Elly De La Cruz",26668,682829
"Austin Martin","MIN","CF",51,40,353.2,97,0,1,1,0,0,0,0,0,,,,,,0.98979592,,"Austin Martin",27462,668885
"Austin Martin","MIN","LF",64,41,384.2,82,2,0,0,0,0,0,0,0,,,,,,1,,"Austin Martin",27462,668885
"Garrett Crochet","- - -","P",74,61,344,12,17,2,0,2,1,1,0,0,,32,,,,0.93548387,,"Garrett Crochet",27463,676979
"Dillon Dingler","DET","C",132,124,1109.2,1065,42,5,2,3,2,3,1,0,,62,27,4,27,0.9955036,,"Dillon Dingler",27464,693307
"Spencer Torkelson","DET","1B",374,373,3305.1,2788,237,19,15,3,258,35,3,258,67,,,,,0.99375821,,"Spencer Torkelson",27465,679529
"Tyler Soderstrom","OAK","1B",118,105,913,741,44,7,4,3,77,8,1,71,13,,,,,0.99116162,,"Tyler Soderstrom",27467,691016
"Tyler Soderstrom","ATH","LF",96,89,778.1,200,11,2,2,0,0,2,0,0,,,,,,0.99061033,,"Tyler Soderstrom",27467,691016
"Jordan Walker","STL","RF",236,223,1913,408,12,7,3,4,0,3,0,0,,,,,,0.98360656,,"Jordan Walker",27475,691023
"Patrick Bailey","SFG","C",326,287,2596.1,2559,157,22,5,17,4,11,5,1,,188,75,24,70,0.99196494,,"Patrick Bailey",27478,672275
"Masyn Winn","STL","SS",314,306,2711,408,827,24,11,13,181,91,92,7,,,,,,0.98093725,,"Masyn Winn",27479,691026
"Robert Hassell III","WSN","CF",40,35,312,100,2,1,1,0,0,1,0,0,,,,,,0.99029126,,"Robert Hassell III",27482,690987
"Nick Gonzales","PIT","2B",194,187,1653.2,324,464,15,9,6,106,32,77,9,,,,,,0.98132005,,"Nick Gonzales",27490,693304
"Spencer Strider","ATL","P",54,54,303,14,21,2,0,2,0,0,0,0,,34,,,,0.94594595,,"Spencer Strider",27498,675911
"Ha-Seong Kim","- - -","2B",111,103,899.2,178,284,4,3,1,57,17,44,3,,,,,,0.99141631,,"Ha-Seong Kim",27506,673490
"Ha-Seong Kim","- - -","SS",168,162,1422,186,361,13,6,7,78,45,34,3,,,,,,0.97678571,,"Ha-Seong Kim",27506,673490
"David Hamilton","BOS","2B",106,68,652.1,117,224,7,5,2,40,21,21,0,,,,,,0.97988506,,"David Hamilton",27531,666152
"David Hamilton","BOS","SS",86,66,582.2,86,175,10,5,5,33,18,16,2,,,,,,0.96309963,,"David Hamilton",27531,666152
"Edouard Julien","MIN","2B",190,159,1343.1,193,360,9,4,5,55,25,31,4,,,,,,0.98398577,,"Edouard Julien",27534,666397
"Garrett Mitchell","MIL","CF",85,74,646,198,4,0,0,0,0,1,0,0,,,,,,1,,"Garrett Mitchell",27555,669003
"Austin Wells","NYY","C",238,215,1933.1,1967,64,15,4,8,1,7,2,0,,136,45,9,64,0.99266862,,"Austin Wells",27562,669224
"Casey Schmitt","SFG","2B",79,67,588,102,174,1,0,1,40,20,24,3,,,,,,0.99638989,,"Casey Schmitt",27577,669477
"Casey Schmitt","SFG","3B",69,52,488,24,108,12,5,7,12,12,0,0,,,,,,0.91666667,,"Casey Schmitt",27577,669477
"Casey Schmitt","SFG","SS",53,42,386.1,50,98,3,2,1,26,12,14,0,,,,,,0.98013245,,"Casey Schmitt",27577,669477
"Logan Allen","CLE","P",72,71,367,13,21,3,0,3,0,0,0,0,,11,,,,0.91891892,,"Logan Allen",27589,671106
"Alika Williams","PIT","SS",61,44,403,47,102,5,4,0,22,16,5,1,,,,,,0.96753247,,"Alika Williams",27604,675961
"Alec Burleson","STL","1B",70,53,488.1,471,39,3,2,1,39,3,0,38,5,,,,,0.99415205,,"Alec Burleson",27615,676475
"Alec Burleson","STL","LF",112,101,824,166,8,1,1,0,0,1,0,0,,,,,,0.99428571,,"Alec Burleson",27615,676475
"Alec Burleson","STL","RF",96,83,673.2,155,5,1,0,1,0,2,0,0,,,,,,0.99378882,,"Alec Burleson",27615,676475
"Nick Loftin","KCR","2B",51,39,334.1,58,99,2,1,1,25,12,14,0,,,,,,0.98742138,,"Nick Loftin",27630,679845
"Mitchell Parker","WSN","P",58,58,304.1,2,14,7,4,3,0,0,0,0,,6,,,,0.69565217,,"Mitchell Parker",27636,680730
"Luis L. Ortiz","- - -","P",71,46,311,14,29,10,3,7,2,2,0,0,,23,,,,0.81132075,,"Luis L. Ortiz",27646,682847
"Anthony Volpe","NYY","SS",458,445,3973,561,1006,52,22,30,182,102,75,16,,,,,,0.96788141,,"Anthony Volpe",27647,683011
"Vinnie Pasquantino","KCR","1B",259,258,2223.1,1965,138,6,4,2,179,18,1,184,28,,,,,0.99715505,,"Vinnie Pasquantino",27676,686469
"Michael Massey","KCR","2B",253,224,1971.1,401,572,6,3,3,141,49,93,6,,,,,,0.9938713,,"Michael Massey",27684,686681
"Joey Wiemer","- - -","CF",123,103,929.1,261,5,3,3,0,0,1,0,0,,,,,,0.98884758,,"Joey Wiemer",27690,686894
"Brett Wisely","SFG","2B",103,78,682,106,220,7,4,3,46,23,23,1,,,,,,0.97897898,,"Brett Wisely",27735,689172
"Pete Crow-Armstrong","CHC","CF",270,250,2241,701,13,5,4,1,0,2,0,0,,,,,,0.9930459,,"Pete Crow-Armstrong",27769,691718
"Bryce Elder","ATL","P",66,66,362.1,30,35,0,0,0,7,4,0,3,,34,,,,1,,"Bryce Elder",27779,693821
"Brandon Pfaadt","ARI","P",80,79,430.2,21,28,7,3,3,0,0,0,0,,27,,,,0.875,,"Brandon Pfaadt",27782,694297
"Evan Carter","TEX","CF",66,56,506,135,2,0,0,0,0,0,0,0,,,,,,1,,"Evan Carter",27790,694497
"Evan Carter","TEX","LF",51,44,391.2,86,5,0,0,0,0,1,0,0,,,,,,1,,"Evan Carter",27790,694497
"Jordan Westburg","BAL","2B",118,91,837.2,114,229,3,3,0,36,12,26,2,,,,,,0.99132948,,"Jordan Westburg",27815,676059
"Jordan Westburg","BAL","3B",138,124,1069,77,196,5,2,3,11,11,0,1,,,,,,0.98201439,,"Jordan Westburg",27815,676059
"Matt Mervis","- - -","1B",57,51,426.2,376,21,3,3,0,31,4,0,30,9,,,,,0.9925,,"Matt Mervis",27845,670223
"Thomas Saggese","STL","2B",48,42,369.1,63,122,5,3,2,29,11,19,1,,,,,,0.97368421,,"Thomas Saggese",27883,695336
"Colt Keith","DET","2B",159,146,1271.1,221,363,16,11,5,74,26,48,4,,,,,,0.97333333,,"Colt Keith",27899,690993
"Adael Amador","COL","2B",51,46,394.1,60,114,4,1,3,25,13,12,1,,,,,,0.97752809,,"Adael Amador",27962,691182
"Edgar Quero","CHW","C",67,61,537,499,21,2,1,1,0,2,0,0,,59,13,0,17,0.99616858,,"Edgar Quero",28022,700337
"Jasson Domínguez","NYY","LF",110,103,875,195,3,3,2,1,0,0,0,0,,,,,,0.98507463,,"Jasson Dominguez",28080,691176
"Junior Caminero","TBR","3B",175,174,1497.2,105,267,22,14,8,30,30,0,2,,,,,,0.94416244,,"Junior Caminero",28163,691406
"Coby Mayo","BAL","1B",60,55,483.2,413,24,1,0,1,37,2,0,37,6,,,,,0.99771689,,"Coby Mayo",28312,691723
"Jackson Chourio","MIL","CF",79,78,686.2,175,4,2,2,0,0,0,0,0,,,,,,0.98895028,,"Jackson Chourio",28806,694192
"Jackson Chourio","MIL","LF",121,103,930.1,210,0,0,0,0,0,0,0,0,,,,,,1,,"Jackson Chourio",28806,694192
"Jackson Chourio","MIL","RF",80,68,593.1,151,4,0,0,0,0,0,0,0,,,,,,1,,"Jackson Chourio",28806,694192
"Jackson Merrill","SDP","CF",254,247,2190.2,644,15,4,3,1,0,5,0,0,,,,,,0.99396682,,"Jackson Merrill",29490,701538
"James Wood","WSN","LF",194,194,1693,351,8,6,5,1,0,1,0,0,,,,,,0.98356164,,"James Wood",29518,695578
"Bryce Teodosio","LAA","CF",39,38,312,109,1,0,0,0,0,1,0,0,,,,,,1,,"Bryce Teodosio",29524,669326
"Trey Sweeney","DET","SS",136,112,1006.1,147,281,10,4,6,51,24,27,5,,,,,,0.97716895,,"Trey Sweeney",29575,700242
"Ben Rice","NYY","1B",91,80,669,553,34,5,3,2,41,4,0,37,9,,,,,0.99155405,,"Ben Rice",29576,700250
"Colton Cowser","BAL","CF",87,75,668.1,194,1,0,0,0,0,0,0,0,,,,,,1,,"Colton Cowser",29591,681297
"Colton Cowser","BAL","LF",159,137,1219.2,302,6,2,0,2,0,1,0,0,,,,,,0.99354839,,"Colton Cowser",29591,681297
"Connor Norby","MIA","3B",103,98,874,75,146,15,6,8,12,14,0,2,,,,,,0.93644068,,"Connor Norby",29592,681393
"Henry Davis","PIT","C",110,97,881,854,34,5,3,2,0,4,0,3,,56,19,5,23,0.9944009,,"Henry Davis",29617,680779
"Henry Davis","PIT","RF",49,49,417.1,56,3,4,4,0,0,1,0,0,,,,,,0.93650794,,"Henry Davis",29617,680779
"Sal Frelick","MIL","CF",69,53,435,117,1,0,0,0,0,1,0,0,,,,,,1,,"Sal Frelick",29622,686217
"Sal Frelick","MIL","RF",268,228,2030,492,19,4,2,2,0,3,0,0,,,,,,0.99223301,,"Sal Frelick",29622,686217
"Joey Loperfido","- - -","LF",80,60,519.2,134,3,0,0,0,0,0,0,0,,,,,,1,,"Joey Loperfido",29630,694388
"Caleb Durbin","MIL","3B",117,105,934.1,74,170,5,4,1,13,14,0,2,,,,,,0.97991968,,"Caleb Durbin",29646,702332
"Matt McLain","CIN","2B",160,150,1342.2,218,336,10,8,2,63,23,44,1,,,,,,0.9822695,,"Matt McLain",29695,680574
"Matt McLain","CIN","SS",59,56,503,59,130,2,1,1,25,15,10,1,,,,,,0.9895288,,"Matt McLain",29695,680574
"Colson Montgomery","CHW","SS",44,43,373,73,94,4,3,1,23,8,14,2,,,,,,0.97660819,,"Colson Montgomery",29712,695657
"Hunter Goodman","COL","C",116,105,920,691,39,8,4,3,0,2,0,0,,84,14,9,41,0.98915989,,"Hunter Goodman",29715,696100
"Zack Gelof","OAK","2B",230,227,2009.1,440,526,11,6,5,139,45,88,15,,,,,,0.98874104,,"Zack Gelof",29766,680869
"Brett Harris","OAK","3B",51,42,380,29,79,4,2,2,10,11,0,0,,,,,,0.96428571,,"Brett Harris",29788,695391
"Kyle Manzardo","CLE","1B",51,44,393.2,314,25,4,3,1,27,2,0,29,7,,,,,0.98833819,,"Kyle Manzardo",29794,700932
"Bryce Miller","SEA","P",70,70,381.2,24,25,2,0,2,0,0,0,0,,29,,,,0.96078431,,"Bryce Miller",29837,682243
"Liam Hicks","MIA","C",55,44,387.1,336,13,2,0,2,0,0,0,0,,48,5,3,16,0.99430199,,"Liam Hicks",29844,689414
"Denzel Clarke","ATH","CF",47,44,383.2,173,1,3,3,0,0,0,0,0,,,,,,0.98305085,,"Denzel Clarke",29858,672016
"Andrew Abbott","CIN","P",72,72,399,9,32,0,0,0,0,2,0,0,,28,,,,1,,"Andrew Abbott",29911,671096
"Jacob Young","WSN","CF",282,269,2349,729,10,9,8,1,0,3,0,0,,,,,,0.98796791,,"Jacob Young",29931,696285
"Brady House","WSN","3B",60,58,509.1,33,118,7,5,2,9,9,0,0,,,,,,0.9556962,,"Brady House",29993,691781
"Daylen Lile","WSN","RF",53,51,436.1,105,1,1,1,0,0,0,0,0,,,,,,0.99065421,,"Daylen Lile",29995,695734
"Christian Encarnacion-Strand","CIN","1B",91,86,748.1,573,51,4,1,3,51,10,0,45,4,,,,,0.99363057,,"Christian Encarnacion-Strand",30011,687952
"Seiya Suzuki","CHC","RF",226,223,1960.2,410,7,9,8,1,0,4,0,0,,,,,,0.97887324,,"Seiya Suzuki",30116,673548
"Gavin Williams","CLE","P",60,60,308.2,19,34,1,0,1,1,2,0,0,,16,,,,0.98148148,,"Gavin Williams",30122,668909
"Tanner Bibee","CLE","P",84,84,477,27,47,3,0,3,2,2,0,1,,31,,,,0.96103896,,"Tanner Bibee",30134,676440
"Oscar Colás","CHW","RF",77,64,591.2,145,5,6,4,2,0,2,0,0,,,,,,0.96153846,,"Oscar Colas",30162,693049
"Bryan Woo","SEA","P",68,68,384.2,35,27,2,0,2,3,3,0,0,,16,,,,0.96875,,"Bryan Woo",30279,693433
"Heston Kjerstad","BAL","LF",43,36,305,56,2,0,0,0,0,0,0,0,,,,,,1,,"Heston Kjerstad",31166,677008
"Zach Neto","LAA","SS",363,355,3111,519,936,36,20,16,222,118,104,14,,,,,,0.97585513,,"Zach Neto",31347,687263
"Victor Scott II","STL","CF",168,152,1345.1,386,4,6,5,1,0,3,0,0,,,,,,0.98484848,,"Victor Scott II",31349,687363
"Graham Pauley","- - -","3B",54,49,394.1,45,88,3,1,2,5,5,0,1,,,,,,0.97794118,,"Graham Pauley",31363,688363
"Tyler Locklear","- - -","1B",46,40,368.1,337,19,1,0,1,26,5,0,22,2,,,,,0.99719888,,"Tyler Locklear",31396,682988
"Jordan Beck","COL","LF",161,154,1349.2,301,14,3,3,0,0,3,0,0,,,,,,0.99056604,,"Jordan Beck",31431,687597
"Jace Jung","DET","3B",45,37,319,19,71,5,3,2,5,5,0,0,,,,,,0.94736842,,"Jace Jung",31437,690291
"Drake Baldwin","ATL","C",83,72,641.2,617,27,4,0,4,0,1,0,2,,80,11,3,18,0.99382716,,"Drake Baldwin",31539,686948
"Trey Lipscomb","WSN","3B",56,54,467,28,105,7,3,4,12,12,0,0,,,,,,0.95,,"Trey Lipscomb",31567,702358
"Chase Meidroth","CHW","2B",45,38,320.2,49,81,2,1,1,23,13,10,1,,,,,,0.98484848,,"Chase Meidroth",31580,805367
"Chase Meidroth","CHW","SS",74,62,561,93,134,9,3,6,30,13,17,0,,,,,,0.96186441,,"Chase Meidroth",31580,805367
"Brooks Lee","MIN","2B",48,36,319,43,83,6,4,2,12,5,7,0,,,,,,0.95454545,,"Brooks Lee",31595,686797
"Brooks Lee","MIN","3B",56,42,381.2,39,57,0,0,0,3,3,0,0,,,,,,1,,"Brooks Lee",31595,686797
"Brooks Lee","MIN","SS",90,73,677.1,101,153,7,5,2,29,16,13,1,,,,,,0.97318008,,"Brooks Lee",31595,686797
"Cole Young","SEA","2B",68,66,592,88,152,4,1,3,26,10,16,2,,,,,,0.98360656,,"Cole Young",31680,702284
"Nacho Alvarez Jr.","ATL","3B",44,43,379.1,27,72,2,0,2,6,6,0,2,,,,,,0.98019802,,"Nacho Alvarez Jr.",31765,805373
"Jackson Holliday","BAL","2B",181,174,1541.2,249,433,13,10,3,88,38,53,3,,,,,,0.98129496,,"Jackson Holliday",31781,702616
"Masataka Yoshida","BOS","LF",92,87,738.1,129,5,3,1,2,0,1,0,0,,,,,,0.97810219,,"Masataka Yoshida",31837,807799
"Chandler Simpson","TBR","CF",49,42,380.1,98,2,0,0,0,0,1,0,0,,,,,,1,,"Chandler Simpson",31912,802415
"Chandler Simpson","TBR","LF",47,44,376.2,68,3,1,0,1,0,0,0,0,,,,,,0.98611111,,"Chandler Simpson",31912,802415
"Nolan Schanuel","LAA","1B",296,287,2525.1,2141,148,15,8,7,251,21,2,251,33,,,,,0.99348958,,"Nolan Schanuel",33189,694384
"Ben Williamson","SEA","3B",85,79,703,62,137,3,2,1,9,9,0,0,,,,,,0.98514851,,"Ben Williamson",33197,810938
"Jacob Wilson","OAK","SS",137,137,1170.1,148,281,8,6,2,54,31,23,2,,,,,,0.98169336,,"Jacob Wilson",33266,805779
"Matt Shaw","CHC","3B",110,100,887,73,192,6,4,2,17,17,0,1,,,,,,0.97785978,,"Matt Shaw",33322,807713
"Wyatt Langford","TEX","CF",55,46,389.1,137,1,0,0,0,0,0,0,0,,,,,,1,,"Wyatt Langford",33333,694671
"Wyatt Langford","TEX","LF",203,188,1634,358,11,4,3,1,0,1,0,0,,,,,,0.98927614,,"Wyatt Langford",33333,694671
"Dylan Crews","WSN","RF",86,81,708.2,176,3,4,3,1,0,0,0,0,,,,,,0.97814208,,"Dylan Crews",33541,686611
"Kyle Teel","CHW","C",50,47,412.2,391,20,5,4,1,0,2,0,0,,38,7,6,13,0.98798077,,"Kyle Teel",33549,691019
"Kristian Campbell","BOS","2B",59,54,471.2,88,127,7,4,3,24,9,16,2,,,,,,0.96846847,,"Kristian Campbell",33644,692225
"Paul Skenes","PIT","P",53,53,311,16,28,4,1,3,1,1,0,0,,10,,,,0.91666667,,"Paul Skenes",33677,694973
"Jung Hoo Lee","SFG","CF",172,168,1477.1,369,8,2,1,1,0,2,0,0,,,,,,0.99472296,,"Jung Hoo Lee",33824,808982
"Shota Imanaga","CHC","P",51,51,302.1,9,20,1,0,1,1,0,0,1,,5,,,,0.96666667,,"Shota Imanaga",33829,684007
"Jac Caglianone","KCR","RF",40,40,315.1,70,1,1,1,0,0,0,0,0,,,,,,0.98611111,,"Jac Caglianone",35041,695506
"Cam Smith","HOU","RF",123,117,1027.1,237,6,2,1,0,0,0,0,0,,,,,,0.99183673,,"Cam Smith",35108,701358
"Nick Kurtz","ATH","1B",97,96,840.1,647,33,9,5,3,54,5,0,57,9,,,,,0.98693759,,"Nick Kurtz",35110,701762
